Major,Male,Female,Neutral
Early Childhood Education ,0,2,0
Elementary Education ,0,1,0
Elementary Education ,0,1,0
Elementary Education ,0,6,0
Elementary Education ,0,8,0
Elementary Education ,0,0,1
Elementary Education ,0,1,0
Elementary Education ,0,4,0
Elementary Education ,0,1,0
Elementary Education ,1,10,0
Elementary Education ,0,2,0
Elementary Education ,0,1,0
Secondary & Continuing Educ ,1,0,0
Ed Organization and Leadership ,1,0,0
Ed Organization and Leadership ,2,0,0
Human Resource Education ,0,1,0
Ed Organization and Leadership ,2,5,0
Ed Organization and Leadership ,3,11,0
Human Resource Education ,2,4,0
Human Resource Education ,1,0,0
Ed Organization and Leadership ,0,1,0
Human Resource Education ,4,3,0
Agricultural Engineering ,1,1,0
Computer Science ,4,1,0
Computer Science ,1,1,0
Mechanical Engineering ,1,0,0
Materials Science & Engr ,4,1,0
Materials Science & Engr ,2,2,0
Materials Science & Engr ,1,2,0
Materials Science & Engr ,1,0,0
Nuclear Engineering ,7,1,0
Nuclear Engineering ,1,0,0
"Nuclear, Plasma, Radiolgc Engr ",15,2,0
"Nuclear, Plasma, Radiolgc Engr ",3,0,0
"Nuclear, Plasma, Radiolgc Engr ",2,0,0
Music ,3,2,0
Music ,11,3,0
Music ,2,0,0
Music ,1,1,0
Music ,3,0,0
Music Education ,0,5,0
Music Education ,5,8,0
Music Education ,0,1,0
Music ,3,2,0
Music ,2,0,0
Music ,0,2,0
Music ,2,0,0
Music ,0,1,0
Art and Design ,1,3,0
Landscape Architecture ,7,4,0
Architecture ,12,6,0
Architecture ,1,4,0
Theatre ,6,4,0
Theatre ,2,0,0
Theatre ,2,0,0
Theatre ,0,1,0
Theatre ,3,1,0
Theatre ,2,2,0
Theatre ,0,2,0
Media and Cinema Studies ,4,4,0
Media and Cinema Studies ,3,4,0
Anthropology ,0,3,0
Mathematics ,3,0,0
Mathematics ,2,3,0
Applied Mathematics ,2,0,0
"Earth Systems, Env, & Society ",7,3,0
"Earth Systems, Env, & Society ",0,1,0
"Earth Systems, Env, & Society ",6,6,0
Integrative Biology ,2,2,0
Integrative Biology ,0,1,0
Biology ,0,1,0
Biology ,1,5,0
Biology ,0,3,0
Biology ,0,1,0
Biology ,0,1,0
Economics ,25,10,0
Chemistry ,1,0,0
Molecular and Cellular Biology ,5,4,0
Molecular and Cellular Biology ,1,0,0
Astronomy ,1,0,0
History ,1,0,0
History ,3,5,0
Religion ,0,1,0
Religion ,1,0,0
English ,0,8,0
Rhetoric ,13,7,0
Rhetoric ,2,1,0
English ,1,2,0
Classics ,0,1,0
Classics ,0,1,0
Interdisciplinary ,4,0,0
Statistics ,0,1,0
Spanish ,0,1,0
Geology ,1,0,0
Geology ,1,1,0
Chemical Engineering ,0,2,0
Political Science ,1,0,0
Germanic Lang & Lit ,0,1,0
French ,1,0,0
French ,0,1,0
Community Health ,2,37,0
Community Health ,21,44,0
Community Health ,5,14,0
Kinesiology ,3,3,0
Speech & Hearing Science ,0,2,0
Speech & Hearing Science ,1,26,0
"Recreation, Sport, and Tourism ",6,6,0
"Recreation, Sport, and Tourism ",2,11,0
"Recreation, Sport, and Tourism ",30,10,0
"Recreation, Sport, and Tourism ",7,3,0
Health ,0,2,0
Health ,3,8,0
Health ,1,4,0
Veterinary Medicine ,0,1,0
VMS - Veterinary Biosciences ,1,1,0
Social Work ,0,27,0
Social Work ,16,67,0
Social Work ,1,35,0
Social Work ,1,21,0
Social Work ,5,37,1
Bioenergy ,6,0,0
Agricultural Production ,2,2,0
Agric Leadership & Sci Educ ,1,2,0
Agric Leadership & Sci Educ ,3,1,0
Agr & Consumer Economics ,19,11,0
Agr & Consumer Economics ,1,0,0
Agr & Consumer Economics ,2,0,0
Agr & Consumer Economics ,9,5,0
Agr & Consumer Economics ,11,1,0
Agr & Consumer Economics ,5,1,0
Agr & Consumer Economics ,2,1,0
Agr & Consumer Economics ,2,2,0
Agr & Consumer Economics ,4,6,0
Agr & Consumer Economics ,7,3,0
Animal Sciences ,1,1,0
Animal Sciences ,1,0,0
Animal Sciences ,2,6,0
Animal Sciences ,1,2,0
Animal Sciences ,1,10,0
Animal Sciences ,9,38,0
Bioinformatics ,5,0,0
Food Science & Human Nutrition ,6,11,0
Food Science & Human Nutrition ,1,1,0
Food Science & Human Nutrition ,3,21,0
Food Science & Human Nutrition ,0,15,0
Food Science & Human Nutrition ,6,11,0
Food Science & Human Nutrition ,4,8,0
Food Science & Human Nutrition ,0,4,0
Food Science & Human Nutrition ,0,5,0
Food Science & Human Nutrition ,4,5,0
Food Science & Human Nutrition ,1,3,0
Technical Systems Management ,3,1,0
Agr & Environmental Cmc & Educ ,0,2,0
Agr & Environmental Cmc & Educ ,1,6,0
Human Development & Family St ,3,23,0
Human Development & Family St ,0,7,0
Human & Community Development ,2,3,0
Crop Sciences ,1,0,0
Crop Sciences ,2,1,0
Crop Sciences ,3,0,0
Crop Sciences ,2,2,0
Crop Sciences ,2,0,0
Horticulture ,1,0,0
Horticulture ,1,0,0
Horticulture ,1,0,0
Horticulture ,1,0,0
Horticulture ,2,2,0
Bioinformatics ,2,2,0
Natural Resrcs & Environ Sci ,2,4,0
Natural Resrcs & Environ Sci ,1,1,0
Natural Resrcs & Environ Sci ,0,1,0
Natural Resrcs & Environ Sci ,6,4,0
Natural Resrcs & Environ Sci ,5,3,0
Natural Resrcs & Environ Sci ,2,1,0
Business Administration (MBA) ,84,32,0
Accountancy ,0,1,0
Business Administration ,1,0,0
Management ,2,2,0
Management ,1,1,0
Management ,6,1,0
Management ,0,7,0
Management ,4,6,0
Management ,1,2,0
Business Administration (MBA) ,20,11,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,2,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Elementary Education ,0,1,0
Elementary Education ,0,1,0
Elementary Education ,1,2,0
Elementary Education ,0,15,0
Elementary Education ,0,18,0
Elementary Education ,0,1,0
Elementary Education ,0,1,0
Elementary Education ,0,7,0
Elementary Education ,0,3,0
Elementary Education ,0,2,0
Elementary Education ,0,1,0
Secondary Education ,0,2,0
Secondary Education ,0,1,0
Ed Organization and Leadership ,0,2,0
Ed Organization and Leadership ,1,2,0
Ed Organization and Leadership ,3,0,0
Human Resource Education ,0,1,0
Ed Organization and Leadership ,1,5,0
Ed Organization and Leadership ,9,18,0
Human Resource Education ,1,2,0
Ed Organization and Leadership ,1,0,0
Ed Organization and Leadership ,0,1,0
Ed Organization and Leadership ,0,1,0
Educational Policy Studies ,2,0,0
Human Resource Education ,2,2,0
Agricultural & Biological Engr ,2,0,0
Agricultural & Biological Engr ,3,1,0
Agricultural & Biological Engr ,2,2,0
Computer Science ,1,0,0
Computer Science ,0,1,0
Bioinformatics ,1,0,0
Mechanical Engineering ,1,0,0
Materials Science & Engr ,1,1,0
Materials Science & Engr ,1,3,0
Materials Science & Engr ,4,4,0
Materials Science & Engr ,1,0,0
Nuclear Engineering ,4,0,0
Nuclear Engineering ,1,0,0
"Nuclear, Plasma, Radiolgc Engr ",18,1,0
"Nuclear, Plasma, Radiolgc Engr ",5,1,0
"Nuclear, Plasma, Radiolgc Engr ",3,1,0
Music ,1,3,0
Music ,9,7,0
Music ,3,1,0
Music ,1,0,0
Music ,3,0,0
Music Education ,0,3,0
Music Education ,4,9,0
Music Education ,0,1,0
Music ,1,1,0
Music ,1,1,0
Music ,1,1,0
Music ,1,1,0
Music ,2,0,0
Art and Design ,1,0,0
Art and Design ,2,1,0
Landscape Architecture ,0,1,0
Architecture ,14,8,0
Architecture ,2,3,0
Theatre ,1,2,0
Theatre ,1,3,0
Theatre ,3,1,0
Theatre ,0,1,0
Theatre ,1,0,0
Theatre ,0,1,0
Theatre ,1,5,0
Media and Cinema Studies ,5,4,0
Media and Cinema Studies ,2,8,0
Agricultural Communications ,1,2,0
Anthropology ,2,0,0
Mathematics ,3,1,0
Mathematics ,1,2,0
Mathematics ,2,5,0
Mathematics ,1,0,0
Applied Mathematics ,0,1,0
"Earth Systems, Env, & Society ",3,3,0
"Earth Systems, Env, & Society ",5,1,0
"Earth Systems, Env, & Society ",0,1,0
"Earth, Society, & Environment ",6,2,0
"Earth, Society, & Environment ",0,1,0
"Earth, Society, & Environment ",7,1,0
"Earth, Soc, Env Sustainability ",0,1,0
Plant Biology ,2,1,0
Integrative Biology ,3,4,0
Integrative Biology ,1,0,0
Biology ,2,3,0
Biology ,0,2,0
Biology ,1,1,0
Economics ,19,4,0
Chemistry ,0,1,0
Chemistry ,1,0,0
Molecular and Cellular Biology ,3,7,0
Molecular and Cellular Biology ,1,2,0
History ,0,1,0
History ,6,8,0
Religious Studies ,1,0,0
English ,3,7,0
Rhetoric ,15,12,0
Rhetoric ,1,2,0
Classics ,2,0,0
Classics ,0,1,0
Statistics ,1,0,0
Geology ,1,0,0
Geology ,2,0,0
Chemical Engineering ,1,2,0
Political Science ,1,0,0
Geography ,2,0,0
Germanic Lang & Lit ,0,2,0
Germanic Lang & Lit ,1,0,0
Germanic Lang & Lit ,0,1,0
French ,1,0,0
French ,0,1,0
Health ,0,6,0
Health ,4,8,0
Health ,1,4,0
Community Health ,8,42,0
Community Health ,22,59,0
Community Health ,10,18,0
Kinesiology ,4,4,0
Speech & Hearing Science ,0,2,0
Speech & Hearing Science ,1,1,0
Speech & Hearing Science ,0,25,0
"Recreation, Sport, and Tourism ",4,6,0
"Recreation, Sport, and Tourism ",2,13,0
"Recreation, Sport, and Tourism ",23,4,0
"Recreation, Sport, and Tourism ",36,6,0
VMS - Veterinary Pathobiology ,0,1,0
Veterinary Medicine ,1,0,0
VMS - Comparative Biosciences ,1,0,0
Social Work ,0,13,0
Social Work ,11,52,0
Social Work ,4,22,0
Social Work ,2,19,0
Social Work ,8,27,0
Bioenergy ,1,2,0
Agricultural Production ,2,2,0
Agric Leadership & Sci Educ ,2,1,0
Agric Leadership & Sci Educ ,0,2,0
Agr & Consumer Economics ,10,11,0
Agr & Consumer Economics ,0,1,0
Agr & Consumer Economics ,3,0,0
Agr & Consumer Economics ,22,5,0
Agr & Consumer Economics ,15,6,0
Agr & Consumer Economics ,6,1,0
Agr & Consumer Economics ,5,4,0
Agr & Consumer Economics ,2,3,0
Agr & Consumer Economics ,8,8,0
Agr & Consumer Economics ,9,7,0
Animal Sciences ,1,0,0
Animal Sciences ,0,1,0
Animal Sciences ,0,3,0
Animal Sciences ,1,7,0
Animal Sciences ,9,48,0
Food Science & Human Nutrition ,7,10,0
Food Science & Human Nutrition ,1,2,0
Food Science & Human Nutrition ,3,26,0
Food Science & Human Nutrition ,1,18,0
Food Science & Human Nutrition ,7,14,0
Food Science & Human Nutrition ,3,11,0
Food Science & Human Nutrition ,3,5,0
Food Science & Human Nutrition ,6,7,0
Food Science & Human Nutrition ,1,6,0
Technical Systems Management ,3,0,0
Agr & Environmental Cmc & Educ ,2,3,0
Human Development & Family St ,2,25,0
Human Development & Family St ,1,7,0
Human & Community Development ,2,5,0
Crop Sciences ,0,1,0
Crop Sciences ,4,0,0
Crop Sciences ,4,0,0
Crop Sciences ,7,3,0
Crop Sciences ,2,0,0
Horticulture ,1,0,0
Horticulture ,4,1,0
Bioinformatics ,0,3,0
Natural Resrcs & Environ Sci ,0,1,0
Natural Resrcs & Environ Sci ,2,0,0
Natural Resrcs & Environ Sci ,8,8,0
Natural Resrcs & Environ Sci ,5,4,0
Natural Resrcs & Environ Sci ,0,2,0
Business Administration (MBA) ,77,39,0
Accountancy ,0,1,0
Management ,2,4,0
Management ,1,0,0
Management ,2,2,0
Management ,3,1,0
Business Administration (MBA) ,25,6,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,1,0,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,2,0
Early Childhood Education ,0,1,0
Elementary Education ,0,1,0
Elementary Education ,0,7,0
Elementary Education ,0,5,0
Elementary Education ,0,1,0
Elementary Education ,0,1,0
Elementary Education ,0,6,0
Elementary Education ,1,5,0
Elementary Education ,0,2,0
Elementary Education ,0,1,0
Secondary Education ,0,1,0
Secondary Education ,1,0,0
Secondary Education ,0,1,0
Curriculum and Instruction ,0,1,0
Ed Organization and Leadership ,1,2,0
Ed Organization and Leadership ,6,2,0
Human Resource Education ,1,1,0
Ed Organization and Leadership ,1,6,0
Ed Organization and Leadership ,7,12,0
Human Resource Education ,3,4,0
Human Resource Education ,1,6,0
Human Resource Education ,2,10,0
Ed Organization and Leadership ,0,1,0
Ed Organization and Leadership ,2,4,0
Ed Organization and Leadership ,0,1,0
Educational Policy Studies ,2,0,0
Human Resource Education ,1,4,0
Agricultural & Biological Engr ,4,1,0
Agricultural & Biological Engr ,3,0,0
Computer Science ,3,1,0
Computer Science ,4,1,0
Bioinformatics ,1,0,0
Mechanical Engineering ,1,0,0
Materials Science & Engr ,2,0,0
Materials Science & Engr ,5,0,0
Materials Science & Engr ,8,0,0
Materials Science & Engr ,2,1,0
Materials Science & Engr ,3,1,0
Nuclear Engineering ,1,0,0
"Nuclear, Plasma, Radiolgc Engr ",10,0,0
"Nuclear, Plasma, Radiolgc Engr ",12,1,0
"Nuclear, Plasma, Radiolgc Engr ",4,0,0
Music ,0,2,0
Music ,10,15,0
Music ,2,0,0
Music ,1,1,0
Music ,5,1,0
Music Education ,3,5,0
Music Education ,4,5,0
Music ,2,1,0
Music ,1,1,0
Music ,2,1,0
Music ,1,0,0
Crafts ,0,1,0
Crafts ,0,1,0
Art and Design ,0,1,0
Art and Design ,1,3,0
Architecture ,15,4,0
Architecture ,7,7,0
Theatre ,1,5,0
Theatre ,5,3,0
Theatre ,0,1,0
Theatre ,1,1,0
Theatre ,1,1,0
Theatre ,0,1,0
Theatre ,5,4,0
Media and Cinema Studies ,7,7,0
Media and Cinema Studies ,3,5,1
Agricultural Communications ,1,4,0
Agricultural Communications ,0,2,0
Anthropology ,1,3,0
Mathematics ,0,1,0
Mathematics ,1,2,0
Mathematics ,3,2,0
Mathematics ,2,0,0
Mathematics ,1,0,0
Mathematics ,1,0,0
Mathematics ,0,1,0
Mathematics ,4,9,0
Applied Mathematics ,0,1,0
"Earth Systems, Env, & Society ",1,1,0
"Earth Systems, Env, & Society ",0,1,0
"Earth, Society, & Environment ",2,2,0
"Earth, Society, & Environment ",0,2,0
"Earth, Society, & Environment ",2,2,0
"Earth, Soc, Env Sustainability ",16,6,0
"Earth, Soc, Env Sustainability ",0,1,0
"Earth, Soc, Env Sustainability ",4,3,0
"Earth, Soc, Env Sustainability ",2,1,0
"Earth, Soc, Env Sustainability ",1,0,0
Integrative Biology ,1,4,0
Integrative Biology ,1,0,0
Biology ,5,3,0
Biology ,0,1,0
Biology ,2,0,0
Economics ,22,13,0
Chemistry ,2,1,0
Molecular and Cellular Biology ,4,13,0
History ,4,10,0
Religion ,1,0,0
Religion ,1,0,0
English ,0,7,0
Rhetoric ,8,10,0
Rhetoric ,0,1,0
Classics ,1,0,0
Classics ,1,1,0
Classics ,0,1,0
Statistics ,3,1,0
Geology ,1,0,0
Geology ,1,0,0
Chemical Engineering ,1,2,0
Political Science ,0,2,0
Geography ,1,0,0
Geography & Geographic Info Sc ,1,0,0
French ,1,0,0
Health ,1,4,0
Health ,7,13,0
Health ,4,12,0
Community Health ,9,44,0
Community Health ,28,51,0
Community Health ,5,22,0
Kinesiology ,2,3,0
Speech & Hearing Science ,0,2,0
Speech & Hearing Science ,0,7,0
Speech & Hearing Science ,3,38,0
"Recreation, Sport, and Tourism ",5,10,0
"Recreation, Sport, and Tourism ",5,7,0
"Recreation, Sport, and Tourism ",5,3,0
"Recreation, Sport, and Tourism ",59,12,0
Health ,0,1,0
VMS - Pathobiology ,0,1,0
VMS - Comparative Biosciences ,1,0,0
Social Work ,1,28,0
Social Work ,10,65,0
Social Work ,3,18,0
Social Work ,2,13,0
Social Work ,4,29,0
Social Work ,0,1,0
Bioenergy ,6,1,0
Agricultural Production ,0,1,0
Agric Leadership & Sci Educ ,2,5,0
Agric Leadership & Sci Educ ,3,0,0
Agr & Consumer Economics ,7,8,0
Agr & Consumer Economics ,3,1,0
Agr & Consumer Economics ,21,6,0
Agr & Consumer Economics ,12,6,0
Agr & Consumer Economics ,8,4,0
Agr & Consumer Economics ,8,7,0
Agr & Consumer Economics ,6,9,0
Agr & Consumer Economics ,12,5,0
Agr & Consumer Economics ,8,10,0
Animal Sciences ,1,2,0
Animal Sciences ,1,4,0
Animal Sciences ,13,53,0
Bioinformatics ,0,1,0
Food Science & Human Nutrition ,2,16,0
Food Science & Human Nutrition ,9,18,0
Food Science & Human Nutrition ,2,24,0
Food Science & Human Nutrition ,7,21,0
Food Science & Human Nutrition ,1,10,0
Food Science & Human Nutrition ,0,3,0
Food Science & Human Nutrition ,2,7,0
Food Science & Human Nutrition ,11,14,0
Food Science & Human Nutrition ,3,4,0
Agricultural & Biological Engr ,1,0,0
Technical Systems Management ,1,0,0
Human Development & Family St ,5,29,0
Human Development & Family St ,0,8,0
Human & Community Development ,4,10,0
Crop Sciences ,1,1,0
Crop Sciences ,3,4,0
Crop Sciences ,4,0,0
Crop Sciences ,8,3,0
Crop Sciences ,1,0,0
Horticulture ,0,1,0
Horticulture ,1,0,0
Horticulture ,0,1,0
Bioinformatics ,0,1,0
Natural Resrcs & Environ Sci ,4,1,0
Natural Resrcs & Environ Sci ,2,0,0
Natural Resrcs & Environ Sci ,11,7,0
Natural Resrcs & Environ Sci ,3,2,0
Natural Resrcs & Environ Sci ,1,1,0
Business Administration (MBA) ,71,28,0
Management ,0,2,0
Management ,2,6,0
Management ,4,4,0
Management ,3,5,0
Management ,0,1,0
Business Administration (MBA) ,24,8,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,2,0
Elementary Education ,0,1,0
Elementary Education ,2,8,0
Elementary Education ,2,8,0
Elementary Education ,0,6,0
Elementary Education ,0,7,0
Elementary Education ,0,3,0
Elementary Education ,0,1,0
Secondary Education ,1,0,0
Secondary Education ,1,0,0
Curriculum and Instruction ,0,1,0
Educational Psychology ,0,2,0
Human Resource Education ,0,1,0
Ed Organization and Leadership ,1,3,0
Ed Organization and Leadership ,1,3,0
Ed Organization and Leadership ,2,9,0
Ed Organization and Leadership ,3,8,0
Human Resource Education ,7,14,0
Human Resource Education ,1,7,0
Human Resource Education ,9,20,0
Human Resource Education ,0,1,0
Ed Organization and Leadership ,2,5,0
Ed Organization and Leadership ,1,0,0
Educational Policy Studies ,1,0,0
Human Resource Education ,2,8,0
Agricultural & Biological Engr ,3,1,0
Agricultural & Biological Engr ,4,0,0
Computer Science ,4,1,0
Computer Science ,3,0,0
Bioinformatics ,1,2,0
Materials Science & Engr ,3,1,0
Materials Science & Engr ,2,1,0
Materials Science & Engr ,2,2,0
Materials Science & Engr ,0,2,0
"Nuclear, Plasma, Radiolgc Engr ",14,2,0
"Nuclear, Plasma, Radiolgc Engr ",5,2,0
"Nuclear, Plasma, Radiolgc Engr ",3,1,0
Music ,0,1,0
Music ,19,14,0
Music ,6,1,0
Music ,1,0,0
Music ,5,0,0
Music ,2,0,0
Music Education ,1,3,0
Music Education ,4,8,0
Music Education ,0,1,0
Music ,2,3,0
Music ,5,0,0
Music ,2,0,0
Music ,0,3,0
Music ,1,0,0
Music ,1,0,0
Music ,4,1,0
Crafts ,0,1,0
Crafts ,0,3,0
Art and Design ,0,2,0
Art and Design ,0,3,0
Art and Design ,1,1,0
Art and Design ,0,1,0
Architecture ,11,4,0
Architecture ,6,1,0
Theatre ,0,1,0
Theatre ,0,1,0
Theatre ,4,0,0
Theatre ,1,0,0
Theatre ,0,1,0
Theatre ,1,1,0
Media and Cinema Studies ,3,4,0
Media and Cinema Studies ,4,5,0
Agricultural Communications ,1,3,0
Agricultural Communications ,0,1,0
Anthropology ,0,2,0
Mathematics ,2,0,0
Mathematics ,1,0,0
Mathematics ,9,3,0
Mathematics ,1,0,0
Mathematics ,2,1,0
Mathematics ,2,2,0
Applied Mathematics ,1,0,0
"Earth Systems, Env, & Society ",1,0,0
"Earth Systems, Env, & Society ",0,1,0
"Earth, Society, & Environment ",1,0,0
"Earth, Soc, Env Sustainability ",9,10,0
"Earth, Soc, Env Sustainability ",2,3,0
"Earth, Soc, Env Sustainability ",4,3,0
"Earth, Soc, Env Sustainability ",1,1,0
E Asian Languages & Cultures ,0,1,0
Plant Biology ,4,1,0
Integrative Biology ,1,4,0
Biology ,1,1,0
Biology ,5,2,0
Biology ,0,1,0
Biology ,1,1,0
Economics ,18,17,0
Molecular and Cellular Biology ,2,5,0
History ,4,3,0
English ,0,5,0
Rhetoric ,1,5,0
Rhetoric ,0,1,0
English ,0,1,0
English ,0,2,0
Physics ,1,0,0
Statistics ,1,1,0
Spanish ,0,1,0
Geology ,0,1,0
Geology ,2,0,0
Chemical Engineering ,4,0,0
Geography & Geographic Info Sc ,2,0,0
Germanic Lang & Lit ,0,1,0
Germanic Lang & Lit ,2,0,0
Germanic Lang & Lit ,0,1,0
French ,0,1,0
French ,0,1,0
French ,1,2,0
Health ,1,6,0
Health ,4,20,0
Health ,3,12,0
Interdisciplinary Health Sci ,0,1,0
Interdisciplinary Health Sci ,1,0,0
Community Health ,5,40,0
Community Health ,24,50,0
Community Health ,9,16,0
Speech & Hearing Science ,1,38,0
"Recreation, Sport, and Tourism ",4,11,0
"Recreation, Sport, and Tourism ",7,4,0
"Recreation, Sport, and Tourism ",0,1,0
"Recreation, Sport, and Tourism ",67,22,0
VMS - Pathobiology ,0,1,0
VMS - Comparative Biosciences ,1,0,0
Social Work ,4,24,0
Social Work ,0,1,0
Social Work ,12,66,0
Social Work ,0,2,0
Social Work ,0,11,0
Social Work ,2,7,0
Social Work ,1,27,0
Bioinformatics ,0,1,0
Bioenergy ,8,1,0
Agricultural Production ,1,3,0
Agric Leadership & Sci Educ ,1,2,0
Agric Leadership & Sci Educ ,1,0,0
Agric Leadership & Sci Educ ,7,0,0
Agr & Consumer Economics ,12,6,0
Agr & Consumer Economics ,0,1,0
Agr & Consumer Economics ,2,1,0
Agr & Consumer Economics ,22,3,0
Agr & Consumer Economics ,17,2,0
Agr & Consumer Economics ,2,3,0
Agr & Consumer Economics ,6,5,0
Agr & Consumer Economics ,8,9,0
Agr & Consumer Economics ,14,11,0
Agr & Consumer Economics ,11,4,0
Animal Sciences ,0,1,0
Animal Sciences ,1,3,0
Animal Sciences ,0,8,0
Animal Sciences ,11,57,0
Bioinformatics ,0,1,0
Food Science & Human Nutrition ,6,19,0
Food Science & Human Nutrition ,6,21,0
Food Science & Human Nutrition ,2,22,0
Food Science & Human Nutrition ,9,12,0
Food Science & Human Nutrition ,4,8,0
Food Science & Human Nutrition ,0,3,0
Food Science & Human Nutrition ,2,8,0
Food Science & Human Nutrition ,11,16,0
Food Science & Human Nutrition ,2,5,0
Technical Systems Management ,3,3,0
Human Development & Family St ,2,25,0
Human Development & Family St ,1,14,0
Human & Community Development ,3,14,0
Crop Sciences ,1,0,0
Crop Sciences ,4,4,0
Crop Sciences ,6,2,0
Crop Sciences ,7,5,0
Crop Sciences ,1,0,0
Crop Sciences ,1,0,0
Horticulture ,1,3,0
Horticulture ,3,6,0
Natural Resrcs & Environ Sci ,6,2,0
Natural Resrcs & Environ Sci ,6,11,0
Natural Resrcs & Environ Sci ,7,9,0
Natural Resrcs & Environ Sci ,2,2,0
Business Administration (MBA) ,72,32,0
Business Administration (MBA) ,1,0,0
Management ,4,3,0
Management ,0,2,0
Management ,1,3,0
Management ,1,2,0
Management ,4,2,0
Management ,2,2,0
Business Administration (MBA) ,24,12,0
Early Childhood Education ,0,2,0
Early Childhood Education ,0,2,0
Early Childhood Education ,0,1,0
Elementary Education ,0,1,0
Elementary Education ,0,1,0
Elementary Education ,0,11,0
Elementary Education ,3,6,0
Elementary Education ,0,4,0
Elementary Education ,0,1,0
Elementary Education ,0,1,0
Elementary Education ,0,8,0
Elementary Education ,0,3,0
Elementary Education ,1,20,0
Elementary Education ,0,1,0
Secondary Education ,1,0,0
Secondary Education ,2,0,0
Curriculum and Instruction ,0,1,0
Educational Psychology ,0,1,0
Ed Organization and Leadership ,0,1,0
Ed Organization and Leadership ,2,1,0
