Term,Major,Concentration,Total,Male,Female,Neutral
120115,Human Resource Education ,Human Resource Development ,7,4,3,0
120115,Agricultural Engineering ,Food & Bioprocess Engineering ,2,1,1,0
120115,Computer Science ,CS:BS/MS Program ,5,4,1,0
120115,Computer Science ,CS:BS/MS Program ,2,1,1,0
120115,Mechanical Engineering ,BS/MS Mechanical Engineering ,1,1,0,0
120115,Materials Science & Engr ,Electronic Materials ,5,4,1,0
120115,Materials Science & Engr ,Biomaterials ,4,2,2,0
120115,Materials Science & Engr ,Polymer ,3,1,2,0
120115,Materials Science & Engr ,BS/MS Materials Science & Eng ,1,1,0,0
120115,Nuclear Engineering ,"Power, Safety, and the Environ ",8,7,1,0
120115,Nuclear Engineering ,Plasma and Fusion Sci and Engr ,1,1,0,0
120115,"Nuclear, Plasma, Radiolgc Engr ","Power, Safety, and the Environ ",17,15,2,0
120115,"Nuclear, Plasma, Radiolgc Engr ",Plasma and Fusion Sci and Engr ,3,3,0,0
120115,"Nuclear, Plasma, Radiolgc Engr ","Radiol, Medical, & Instr Apps ",2,2,0,0
120115,Music ,Choral Music ,5,3,2,0
120115,Music ,Performance and Literature ,14,11,3,0
120115,Music ,Music Composition ,2,2,0,0
120115,Music ,Vocal Coaching & Accompanying ,2,1,1,0
120115,Music ,Jazz Performance ,3,3,0,0
120115,Music Education ,Choral Music ,5,0,5,0
120115,Music Education ,Instrumental Music ,13,5,8,0
120115,Music Education ,Elementary General Music ,1,0,1,0
120115,Music ,Performance and Literature ,5,3,2,0
120115,Music ,Musicology ,2,2,0,0
120115,Music ,Piano Pedagogy ,2,0,2,0
120115,Music ,Instrumental Conducting (Orch) ,2,2,0,0
120115,Music ,Jazz Performance ,1,0,1,0
120115,Art and Design ,Industrial Design ,4,1,3,0
120115,Landscape Architecture ,Five-Year Program ,11,7,4,0
120115,Architecture ,Architecture - 2 Yr ,18,12,6,0
120115,Architecture ,Architecture Track 3 ,5,1,4,0
120115,Theatre ,Acting ,10,6,4,0
120115,Theatre ,Lighting Design ,2,2,0,0
120115,Theatre ,Sound Design and Technology ,2,2,0,0
120115,Theatre ,Scenic Design ,1,0,1,0
120115,Theatre ,Design and Technology ,4,3,1,0
120115,Theatre ,Acting ,4,2,2,0
120115,Theatre ,Theatre Foundations ,2,0,2,0
120115,Media and Cinema Studies ,Cinema Studies ,8,4,4,0
120115,Media and Cinema Studies ,Media Studies ,7,3,4,0
120115,Anthropology ,Socioculturl & Linguistic Anth ,3,0,3,0
120115,Mathematics ,Applied Mathematics ,3,3,0,0
120115,Mathematics ,Mathematics Teaching Option ,5,2,3,0
120115,Applied Mathematics ,Actuarial Science ,2,2,0,0
120115,"Earth Systems, Env, & Society ",Society and the Environment ,10,7,3,0
120115,"Earth Systems, Env, & Society ",Society and the Environment ,1,0,1,0
120115,"Earth Systems, Env, & Society ",Science of the Earth System ,12,6,6,0
120115,Integrative Biology ,Honors Integrative Biology ,4,2,2,0
120115,Integrative Biology ,Honors Integrative Biology ,1,0,1,0
120115,Biology ,"Ecology, Ethology, Evolution ",1,0,1,0
120115,Biology ,"Ecology, Ethology, Evolution ",6,1,5,0
120115,Biology ,Ecology & Evolutionary Biology ,3,0,3,0
120115,Biology ,Physiol & Molec Plant Biology ,1,0,1,0
120115,Biology ,Biology Teacher Educ Option ,1,0,1,0
120115,Economics ,Policy Economics ,35,25,10,0
120115,Chemistry ,Chemistry Teaching Option ,1,1,0,0
120115,Molecular and Cellular Biology ,Honors ,9,5,4,0
120115,Molecular and Cellular Biology ,Honors ,1,1,0,0
120115,Astronomy ,Astrochemistry ,1,1,0,0
120115,History ,Teaching of Social Studies ,1,1,0,0
120115,History ,Social Science: History Tchng ,8,3,5,0
120115,Religion ,Christianity ,1,0,1,0
120115,Religion ,Philosophy of Religion ,1,1,0,0
120115,English ,English Teaching Option ,8,0,8,0
120115,Rhetoric ,Creative Writing ,20,13,7,0
120115,Rhetoric ,Creative Writing ,3,2,1,0
120115,English ,Writing Studies ,3,1,2,0
120115,Classics ,Latin ,1,0,1,0
120115,Classics ,Classical Civilization ,1,0,1,0
120115,Interdisciplinary ,Cinema Studies ,4,4,0,0
120115,Statistics ,Analytics ,1,0,1,0
120115,Spanish ,Spanish Linguistics ,1,0,1,0
120115,Geology ,Environmental Geology ,1,1,0,0
120115,Geology ,Earth & Environmental Sciences ,2,1,1,0
120115,Chemical Engineering ,Biomolecular Engineering ,2,0,2,0
120115,Political Science ,Civic Leadership ,1,1,0,0
120115,Germanic Lang & Lit ,Language and Literature ,1,0,1,0
120115,French ,French Commercial Studies ,1,1,0,0
120115,French ,French Studies ,1,0,1,0
120115,Community Health ,Health Education ,39,2,37,0
120115,Community Health ,Health Planning & Admin ,65,21,44,0
120115,Community Health ,Rehab & Disability Studies ,19,5,14,0
120115,Kinesiology ,Teacher Education K-12 ,6,3,3,0
120115,Speech & Hearing Science ,Audiology ,2,0,2,0
120115,Speech & Hearing Science ,Speech-Language Pathology ,27,1,26,0
120115,"Recreation, Sport, and Tourism ",Recreation Management ,12,6,6,0
120115,"Recreation, Sport, and Tourism ",Tourism Management ,13,2,11,0
120115,"Recreation, Sport, and Tourism ",Sports Management ,40,30,10,0
120115,"Recreation, Sport, and Tourism ",Sport Management ,10,7,3,0
120115,Health ,Health and Aging ,2,0,2,0
120115,Health ,Health Behavior Change ,11,3,8,0
120115,Health ,Health Diversity ,5,1,4,0
120115,Veterinary Medicine ,Vet Biosciences Res Scholars ,1,0,1,0
120115,VMS - Veterinary Biosciences ,Vet Biosciences Res Scholars ,2,1,1,0
120115,Social Work ,Health Care ,27,0,27,0
120115,Social Work ,Mental Health ,83,16,67,0
120115,Social Work ,School Social Work ,36,1,35,0
120115,Social Work ,"Advocacy, Ldrshp, Socl Change ",22,1,21,0
120115,Social Work ,"Children, Youth, Family Svcs ",43,5,37,1
120125,Bioenergy ,Professional Science Masters ,6,6,0,0
120125,Agricultural Production ,Professional Science Masters ,4,2,2,0
120125,Agric Leadership & Sci Educ ,Agricultural Science Education ,3,1,2,0
120125,Agric Leadership & Sci Educ ,Agricultural Leadership Educ ,4,3,1,0
120125,Agr & Consumer Economics ,Agri-Accounting ,30,19,11,0
120125,Agr & Consumer Economics ,Agri-Finance ,1,1,0,0
120125,Agr & Consumer Economics ,Farm Management ,2,2,0,0
120125,Agr & Consumer Economics ,Agribusiness Markets & Mgmt ,14,9,5,0
120125,Agr & Consumer Economics ,Consumer Economics & Finance ,12,11,1,0
120125,Agr & Consumer Economics ,Envirnmntal Economics & Policy ,6,5,1,0
120125,Agr & Consumer Economics ,"Policy, Intl Trade, & Dvlpmt ",3,2,1,0
120125,Agr & Consumer Economics ,Public Policy and Law ,4,2,2,0
120125,Agr & Consumer Economics ,Financial Planning ,10,4,6,0
120125,Agr & Consumer Economics ,Finance in Agri-Business ,10,7,3,0
120125,Animal Sciences ,"Companion,Rec,Lab An Sci ",2,1,1,0
120125,Animal Sciences ,Food Animal Science ,1,1,0,0
120125,Animal Sciences ,"Science, Biotech & Pre-VetMed ",8,2,6,0
120125,Animal Sciences ,Technology and Management ,3,1,2,0
120125,Animal Sciences ,Companion Animal & Equine Sci ,11,1,10,0
120125,Animal Sciences ,"Science, Pre-Vet Med and Med ",47,9,38,0
120125,Bioinformatics ,Animal Science ,5,5,0,0
120125,Food Science & Human Nutrition ,Food Science ,17,6,11,0
120125,Food Science & Human Nutrition ,Food Industry and Business ,2,1,1,0
120125,Food Science & Human Nutrition ,Human Nutrition ,24,3,21,0
120125,Food Science & Human Nutrition ,Dietetics ,15,0,15,0
120125,Food Science & Human Nutrition ,Hospitality Management ,17,6,11,0
120125,Food Science & Human Nutrition ,Food Science ,12,4,8,0
120125,Food Science & Human Nutrition ,Human Nutrition ,4,0,4,0
120125,Food Science & Human Nutrition ,Professional Science Masters ,5,0,5,0
120125,Food Science & Human Nutrition ,Food Science ,9,4,5,0
120125,Food Science & Human Nutrition ,Human Nutrition ,4,1,3,0
120125,Technical Systems Management ,Professional Science Masters ,4,3,1,0
120125,Agr & Environmental Cmc & Educ ,Agricultural Leadership ,2,0,2,0
120125,Agr & Environmental Cmc & Educ ,"Agr, Cons, Env Sci Communictn ",7,1,6,0
120125,Human Development & Family St ,Child and Adolescent Dev ,26,3,23,0
120125,Human Development & Family St ,Family Studies ,7,0,7,0
120125,Human & Community Development ,Human Development & Family St ,5,2,3,0
120125,Crop Sciences ,Agroecology ,1,1,0,0
120125,Crop Sciences ,Crops ,3,2,1,0
120125,Crop Sciences ,Crop Agribusiness ,3,3,0,0
120125,Crop Sciences ,Plant Biotech & Molecular Bio ,4,2,2,0
120125,Crop Sciences ,Biological Sciences ,2,2,0,0
120125,Horticulture ,Horticulture Science ,1,1,0,0
120125,Horticulture ,Production and Management ,1,1,0,0
120125,Horticulture ,Production and Management ,1,1,0,0
120125,Horticulture ,Sustainable Landscapes ,1,1,0,0
120125,Horticulture ,Specialty Crops ,4,2,2,0
120125,Bioinformatics ,Crop Science ,4,2,2,0
120125,Natural Resrcs & Environ Sci ,Fish and Wildlife Conservation ,6,2,4,0
120125,Natural Resrcs & Environ Sci ,Fish and Wildlife Conservation ,2,1,1,0
120125,Natural Resrcs & Environ Sci ,Human Dimensions ,1,0,1,0
120125,Natural Resrcs & Environ Sci ,Humn Dimnsns of the Environmnt ,10,6,4,0
120125,Natural Resrcs & Environ Sci ,Resrce Cons & Restoration Ecol ,8,5,3,0
120125,Natural Resrcs & Environ Sci ,Globl Chg & Landscape Dynamics ,3,2,1,0
120125,Business Administration (MBA) ,MBA ,116,84,32,0
120125,Accountancy ,Taxation ,1,0,1,0
120125,Business Administration ,Organizational Administration ,1,1,0,0
120125,Management ,Entrepreneurship ,4,2,2,0
120125,Management ,Entrepreneurship ,2,1,1,0
120125,Management ,International Business ,7,6,1,0
120125,Management ,International Business ,7,0,7,0
120125,Management ,General Management ,10,4,6,0
120125,Management ,General Management ,3,1,2,0
120125,Business Administration (MBA) ,Executive Program ,31,20,11,0
120125,Early Childhood Education ,ECh: Anthropology ,1,0,1,0
120125,Early Childhood Education ,ECh: History ,2,0,2,0
120125,Early Childhood Education ,ECh: Language arts ,1,0,1,0
120125,Early Childhood Education ,ECh: Spanish ,1,0,1,0
120125,Elementary Education ,EIEd: Biology ,1,0,1,0
120125,Elementary Education ,EIEd: Earth Science ,1,0,1,0
120125,Elementary Education ,EIEd: History ,3,1,2,0
120125,Elementary Education ,EIEd: Language Arts ,15,0,15,0
120125,Elementary Education ,EIEd: Mathematics ,18,0,18,0
120125,Elementary Education ,ElEd: Psychology ,1,0,1,0
120125,Elementary Education ,EIEd: French ,1,0,1,0
120125,Elementary Education ,EIEd: Spanish ,7,0,7,0
120125,Elementary Education ,General Sciences ,3,0,3,0
120125,Elementary Education ,ESL/Bilingual Education ,2,0,2,0
120125,Elementary Education ,Elementary Ed - Cert ,1,0,1,0
120125,Secondary Education ,English ,2,0,2,0
120125,Secondary Education ,Social Studies ,1,0,1,0
120125,Ed Organization and Leadership ,Educational Admin & Leadership ,2,0,2,0
120125,Ed Organization and Leadership ,Higher Education ,3,1,2,0
120125,Ed Organization and Leadership ,Educational Admin & Leadership ,3,3,0,0
120125,Human Resource Education ,Human Resource Development ,1,0,1,0
120125,Ed Organization and Leadership ,Higher Education ,6,1,5,0
120125,Ed Organization and Leadership ,Educational Admin & Leadership ,27,9,18,0
120125,Human Resource Education ,Human Resource Development ,3,1,2,0
120125,Ed Organization and Leadership ,Higher Education ,1,1,0,0
120125,Ed Organization and Leadership ,Higher Education ,1,0,1,0
120125,Ed Organization and Leadership ,Educational Admin & Leadership ,1,0,1,0
120125,Educational Policy Studies ,African American Studies ,2,2,0,0
120125,Human Resource Education ,Human Resource Development ,4,2,2,0
120125,Agricultural & Biological Engr ,Food & Bioprocess Engineering ,2,2,0,0
120125,Agricultural & Biological Engr ,Agricultural Engineering ,4,3,1,0
120125,Agricultural & Biological Engr ,Biological Engineering ,4,2,2,0
120125,Computer Science ,CS:BS/MS Program ,1,1,0,0
120125,Computer Science ,CS:BS/MS Program ,1,0,1,0
120125,Bioinformatics ,Computer Science ,1,1,0,0
120125,Mechanical Engineering ,BS/MS Mechanical Engineering ,1,1,0,0
120125,Materials Science & Engr ,Metals ,2,1,1,0
120125,Materials Science & Engr ,Biomaterials ,4,1,3,0
120125,Materials Science & Engr ,Polymer ,8,4,4,0
120125,Materials Science & Engr ,BS/MS Materials Science & Eng ,1,1,0,0
120125,Nuclear Engineering ,"Power, Safety, and the Environ ",4,4,0,0
120125,Nuclear Engineering ,Plasma and Fusion Sci and Engr ,1,1,0,0
120125,"Nuclear, Plasma, Radiolgc Engr ","Power, Safety, and the Environ ",19,18,1,0
120125,"Nuclear, Plasma, Radiolgc Engr ",Plasma and Fusion Sci and Engr ,6,5,1,0
120125,"Nuclear, Plasma, Radiolgc Engr ","Radiol, Medical, & Instr Apps ",4,3,1,0
120125,Music ,Choral Music ,4,1,3,0
120125,Music ,Performance and Literature ,16,9,7,0
120125,Music ,Music Composition ,4,3,1,0
120125,Music ,Vocal Coaching & Accompanying ,1,1,0,0
120125,Music ,Jazz Performance ,3,3,0,0
120125,Music Education ,Choral Music ,3,0,3,0
120125,Music Education ,Instrumental Music ,13,4,9,0
120125,Music Education ,Elementary General Music ,1,0,1,0
120125,Music ,Performance and Literature ,2,1,1,0
120125,Music ,Music Composition ,2,1,1,0
120125,Music ,Musicology ,2,1,1,0
120125,Music ,Piano Pedagogy ,2,1,1,0
120125,Music ,Instrumental Conducting (Band) ,2,2,0,0
120125,Art and Design ,Graphic Design ,1,1,0,0
120125,Art and Design ,Industrial Design ,3,2,1,0
120125,Landscape Architecture ,Five-Year Program ,1,0,1,0
120125,Architecture ,Architecture - 2 Yr ,22,14,8,0
120125,Architecture ,Architecture Track 3 ,5,2,3,0
120125,Theatre ,Stage Management ,3,1,2,0
120125,Theatre ,Theatre Studies ,4,1,3,0
120125,Theatre ,Acting ,4,3,1,0
120125,Theatre ,Costume Design and Technology ,1,0,1,0
120125,Theatre ,Lighting Design ,1,1,0,0
120125,Theatre ,Design and Technology ,1,0,1,0
120125,Theatre ,Theatre Foundations ,6,1,5,0
120125,Media and Cinema Studies ,Cinema Studies ,9,5,4,0
120125,Media and Cinema Studies ,Media Studies ,10,2,8,0
120125,Agricultural Communications ,Advertising ,3,1,2,0
120125,Anthropology ,Socioculturl & Linguistic Anth ,2,2,0,0
120125,Mathematics ,Applied Mathematics ,4,3,1,0
120125,Mathematics ,Applied Mathematics ,3,1,2,0
120125,Mathematics ,Mathematics Teaching Option ,7,2,5,0
120125,Mathematics ,Mathematics Teaching Option ,1,1,0,0
120125,Applied Mathematics ,Actuarial Science ,1,0,1,0
120125,"Earth Systems, Env, & Society ",Society and the Environment ,6,3,3,0
120125,"Earth Systems, Env, & Society ",Science of the Earth System ,6,5,1,0
120125,"Earth Systems, Env, & Society ",Science of the Earth System ,1,0,1,0
120125,"Earth, Society, & Environment ",Society and the Environment ,8,6,2,0
120125,"Earth, Society, & Environment ",Society and the Environment ,1,0,1,0
120125,"Earth, Society, & Environment ",Science of the Earth System ,8,7,1,0
120125,"Earth, Soc, Env Sustainability ",Science of the Earth System ,1,0,1,0
120125,Plant Biology ,Professional Science Masters ,3,2,1,0
120125,Integrative Biology ,Honors Integrative Biology ,7,3,4,0
120125,Integrative Biology ,Honors Integrative Biology ,1,1,0,0
120125,Biology ,"Ecology, Ethology, Evolution ",5,2,3,0
120125,Biology ,Ecology & Evolutionary Biology ,2,0,2,0
120125,Biology ,Physiol & Molec Plant Biology ,2,1,1,0
120125,Economics ,Policy Economics ,23,19,4,0
120125,Chemistry ,Environmental Chemistry ,1,0,1,0
120125,Chemistry ,Chemistry Teaching Option ,1,1,0,0
120125,Molecular and Cellular Biology ,Honors ,10,3,7,0
120125,Molecular and Cellular Biology ,Honors ,3,1,2,0
120125,History ,Teaching of Social Studies ,1,0,1,0
120125,History ,Social Science: History Tchng ,14,6,8,0
120125,Religious Studies ,Philosophy of Religion ,1,1,0,0
120125,English ,English Teaching Option ,10,3,7,0
120125,Rhetoric ,Creative Writing ,27,15,12,0
120125,Rhetoric ,Creative Writing ,3,1,2,0
120125,Classics ,Greek ,2,2,0,0
120125,Classics ,Classical Civilization ,1,0,1,0
120125,Statistics ,Applied ,1,1,0,0
120125,Geology ,Geophysics ,1,1,0,0
120125,Geology ,Environmental Geology ,2,2,0,0
120125,Chemical Engineering ,Biomolecular Engineering ,3,1,2,0
120125,Political Science ,Civic Leadership ,1,1,0,0
120125,Geography ,Geographic Information Science ,2,2,0,0
120125,Germanic Lang & Lit ,Language and Literature ,2,0,2,0
120125,Germanic Lang & Lit ,Language Studies ,1,1,0,0
120125,Germanic Lang & Lit ,Modern German Studies ,1,0,1,0
120125,French ,French Commercial Studies ,1,1,0,0
120125,French ,French Studies ,1,0,1,0
120125,Health ,Health and Aging ,6,0,6,0
120125,Health ,Health Behavior Change ,12,4,8,0
120125,Health ,Health Diversity ,5,1,4,0
120125,Community Health ,Health Education ,50,8,42,0
120125,Community Health ,Health Planning & Admin ,81,22,59,0
120125,Community Health ,Rehab & Disability Studies ,28,10,18,0
120125,Kinesiology ,Teacher Education K-12 ,8,4,4,0
120125,Speech & Hearing Science ,Human Communication Science ,2,0,2,0
120125,Speech & Hearing Science ,Audiology ,2,1,1,0
120125,Speech & Hearing Science ,Speech-Language Pathology ,25,0,25,0
120125,"Recreation, Sport, and Tourism ",Recreation Management ,10,4,6,0
120125,"Recreation, Sport, and Tourism ",Tourism Management ,15,2,13,0
120125,"Recreation, Sport, and Tourism ",Sports Management ,27,23,4,0
120125,"Recreation, Sport, and Tourism ",Sport Management ,42,36,6,0
120125,VMS - Veterinary Pathobiology ,Pathobiology Research Scholars ,1,0,1,0
120125,Veterinary Medicine ,Pathobiology Research Scholars ,1,1,0,0
120125,VMS - Comparative Biosciences ,Comp Biosci Research Scholars ,1,1,0,0
120125,Social Work ,Health Care ,13,0,13,0
120125,Social Work ,Mental Health ,63,11,52,0
120125,Social Work ,School Social Work ,26,4,22,0
120125,Social Work ,"Advocacy, Ldrshp, Socl Change ",21,2,19,0
120125,Social Work ,"Children, Youth, Family Svcs ",35,8,27,0
120135,Bioenergy ,Professional Science Masters ,3,1,2,0
120135,Agricultural Production ,Professional Science Masters ,4,2,2,0
120135,Agric Leadership & Sci Educ ,Agricultural Science Education ,3,2,1,0
120135,Agric Leadership & Sci Educ ,Agricultural Leadership Educ ,2,0,2,0
120135,Agr & Consumer Economics ,Agri-Accounting ,21,10,11,0
120135,Agr & Consumer Economics ,Agri-Finance ,1,0,1,0
120135,Agr & Consumer Economics ,Farm Management ,3,3,0,0
120135,Agr & Consumer Economics ,Agribusiness Markets & Mgmt ,27,22,5,0
120135,Agr & Consumer Economics ,Consumer Economics & Finance ,21,15,6,0
120135,Agr & Consumer Economics ,Envirnmntal Economics & Policy ,7,6,1,0
120135,Agr & Consumer Economics ,"Policy, Intl Trade, & Dvlpmt ",9,5,4,0
120135,Agr & Consumer Economics ,Public Policy and Law ,5,2,3,0
120135,Agr & Consumer Economics ,Financial Planning ,16,8,8,0
120135,Agr & Consumer Economics ,Finance in Agri-Business ,16,9,7,0
120135,Animal Sciences ,"Companion,Rec,Lab An Sci ",1,1,0,0
120135,Animal Sciences ,"Science, Biotech & Pre-VetMed ",1,0,1,0
120135,Animal Sciences ,Technology and Management ,3,0,3,0
120135,Animal Sciences ,Companion Animal & Equine Sci ,8,1,7,0
120135,Animal Sciences ,"Science, Pre-Vet Med and Med ",57,9,48,0
120135,Food Science & Human Nutrition ,Food Science ,17,7,10,0
120135,Food Science & Human Nutrition ,Food Industry and Business ,3,1,2,0
